EwEVersion,"6.6.8.18072 (compiled 04/11/2022)"
251,0.02333004,,0.03401032,,0.09529522,,0.1355824,,0.01662335,,0.1398519,,0.1257378,,0.3214486,,0.1325819,,0.05853217,,3.219313,,0.7720741,,0.3715266,,0.1377202,,0.1978229,,0.008814404,,0.0008366597,,0.006279977,,0.03955227,,0.1897458,,
252,0.02337757,,0.0342559,,0.09568603,,0.1344355,,0.01661079,,0.1343153,,0.1237795,,0.3215788,,0.1323305,,0.05878112,,3.265318,,0.7729903,,0.3715097,,0.1378828,,0.1966498,,0.00880858,,0.0008379617,,0.006175538,,0.0394627,,0.192104,,
253,0.02342153,,0.03448416,,0.08915734,,0.1276521,,0.01660634,,0.1292488,,0.2210146,,0.4449005,,0.1221528,,0.05895012,,0.6390566,,0.7732664,,0.3714773,,0.1380495,,0.1844499,,0.009501326,,0.000894781,,0.006065404,,0.03941629,,0.1954854,,
254,0.02346993,,0.03469444,,0.08986012,,0.1272528,,0.01660724,,0.1246038,,0.2183664,,0.4343714,,0.1221982,,0.05903811,,0.6697218,,0.7730201,,0.3714422,,0.1382684,,0.1847763,,0.009455909,,0.0008987305,,0.005939599,,0.03937647,,0.1899022,,
255,0.02352204,,0.0348896,,0.09057935,,0.1269657,,0.01661522,,0.1208984,,0.2171321,,0.4263153,,0.1223093,,0.05904151,,0.6966875,,0.7723477,,0.3714185,,0.1385854,,0.1855964,,0.009412939,,0.0009052167,,0.005812762,,0.03936872,,0.1776502,,
256,0.02357795,,0.03507488,,0.09128494,,0.1269649,,0.01663194,,0.1185585,,0.2172422,,0.4205865,,0.1225061,,0.05895835,,0.7191951,,0.7713301,,0.3714188,,0.139022,,0.1868753,,0.009379589,,0.0009149846,,0.005699411,,0.03941841,,0.1642934,,
257,0.02363736,,0.03525519,,0.09194171,,0.1273112,,0.01665791,,0.1178248,,0.2185582,,0.4169157,,0.1228027,,0.05878819,,0.7366279,,0.7700184,,0.3714463,,0.1395687,,0.1885423,,0.009358075,,0.0009282473,,0.005609144,,0.0395418,,0.1587122,,
258,0.02370009,0.03101617,0.03543666,0.02412379,0.09251407,0.0754149,0.1279649,0.06876048,0.01669226,0.01014683,0.1187715,0.05514262,0.2209064,0.2225083,0.4149584,0.2950064,0.1232064,0.07457976,0.05853387,0.0111326,0.7485055,0.005916155,0.7684832,0.5800037,0.3714955,0.3982826,0.140183,0.12928,0.1905031,0.2137378,0.00934895,0.0112963,0.0009448837,0.0005209319,0.005546819,0.008228614,0.03974262,0.02241684,0.1680405,0.2181303,
259,0.02376495,,0.03562447,,0.09298137,,0.1287746,,0.01673346,,0.12133,,0.2240803,,0.4143659,,0.1237125,,0.0582015,,0.7545958,,0.7667317,,0.3715565,,0.1407874,,0.1926594,,0.009345959,,0.0009644182,,0.005512713,,0.04001608,,0.1889909,,
260,0.02382906,,0.03582011,,0.09332683,,0.1295609,,0.01677923,,0.1253101,,0.2278761,,0.4147909,,0.1243107,,0.05779857,,0.754898,,0.7647611,,0.3716184,,0.1413122,,0.1949281,,0.009332504,,0.0009857479,,0.005501804,,0.04034907,,0.2030394,,
261,0.02389202,,0.03601981,,0.09359014,,0.1305725,,0.01682617,,0.1303862,,0.2320987,,0.4158389,,0.1249796,,0.05733355,,0.7494488,,0.7626562,,0.3716747,,0.141766,,0.197252,,0.0093031,,0.001007768,,0.005503966,,0.0407157,,0.2088969,,
262,0.02395849,,0.03622102,,0.09382442,,0.1319394,,0.01687029,,0.1361809,,0.2365537,,0.4170747,,0.1256906,,0.05682349,,0.7382557,,0.7605108,,0.3717299,,0.1421911,,0.199596,,0.009268832,,0.001029687,,0.005505671,,0.04107518,,0.2077459,,
263,0.02403047,,0.03642171,,0.09403064,,0.1333284,,0.01690974,,0.1424219,,0.2410655,,0.4182366,,0.1264126,,0.05629161,,0.7222117,,0.7583637,,0.3717947,,0.1426313,,0.2019296,,0.009236882,,0.00105128,,0.005501341,,0.04140671,,0.1975048,,
264,0.02410766,,0.03662523,,0.0942184,,0.134814,,0.01694466,,0.148958,,0.2454985,,0.4192289,,0.127115,,0.05576365,,0.7031286,,0.7562301,,0.3718797,,0.1431231,,0.2042117,,0.009217449,,0.00107308,,0.005495442,,0.04171165,,0.1829585,,
265,0.02418737,,0.03682733,,0.09438925,,0.1428127,,0.01697543,,0.1554274,,0.2906044,,0.4514607,,0.1277319,,0.0552609,,4.083567,,0.7541295,,0.3719899,,0.1436746,,0.1934143,,0.0109396,,0.001038814,,0.005492049,,0.04199773,,0.1707239,,
266,0.02426539,,0.03702392,,0.09454266,,0.143907,,0.01700112,,0.1614893,,0.2945271,,0.4488364,,0.1282136,,0.05480133,,3.819887,,0.7524946,,0.3721181,,0.1442664,,0.195734,,0.01090822,,0.001061161,,0.005492381,,0.04226449,,0.1699979,,
267,0.02434192,,0.03721052,,0.09468074,,0.1446433,,0.01702001,,0.16677,,0.2980956,,0.4464776,,0.1285319,,0.05440049,,3.621406,,0.7513111,,0.3722485,,0.1448472,,0.1977915,,0.01089282,,0.001083902,,0.005496952,,0.04250386,,0.1886359,,
268,0.02441455,,0.03738178,,0.09478134,,0.1447736,,0.0170306,,0.170939,,0.301263,,0.4443392,,0.1286792,,0.05407031,,3.489029,,0.7504521,,0.3723626,,0.1453265,,0.1995369,,0.01087314,,0.001106301,,0.005502949,,0.04270694,,0.2098716,,
269,0.02447961,,0.0375252,,0.09482293,,0.1439732,,0.01703112,,0.1736213,,0.3039542,,0.4423503,,0.1286576,,0.05381473,,3.416231,,0.7498052,,0.3724426,,0.1456706,,0.2009428,,0.01082199,,0.001127028,,0.005500767,,0.04286001,,0.2166726,,
270,0.02454093,0.04296315,0.03762756,0.02501609,0.09491792,0.04772443,0.1434478,0.06319696,0.01701924,0.007771927,0.1743629,0.03806896,0.3060684,0.1375239,0.440328,0.6601381,0.1284747,0.1248118,0.05363565,0.008937215,3.390933,10.6412,0.7494215,0.7164958,0.3724846,0.3000941,0.1459419,0.1166929,0.2020136,0.2455833,0.01075253,0.01119603,0.00114575,0.0007078589,0.005478795,0.007572339,0.0429301,0.02950603,0.2230467,0.301664,
271,0.02460651,,0.03768231,,0.09506112,,0.142548,,0.01699363,,0.1727616,,0.3074763,,0.4380687,,0.1281559,,0.05354666,,3.400103,,0.7492852,,0.3724963,,0.146206,,0.2027599,,0.01068212,,0.001162342,,0.005425445,,0.0428758,,0.2167951,,
272,0.02467442,,0.03768663,,0.09521853,,0.1414137,,0.01695837,,0.1689302,,0.3080862,,0.4357313,,0.127729,,0.05355539,,3.437418,,0.7493732,,0.3724869,,0.1465236,,0.2031797,,0.01061571,,0.001178347,,0.005351126,,0.04272193,,0.2015229,,
273,0.02474389,,0.03764055,,0.09536689,,0.1402509,,0.01691813,,0.1632311,,0.3077991,,0.4334901,,0.1272233,,0.05366343,,3.496953,,0.7496533,,0.3724655,,0.1469314,,0.2032638,,0.01055988,,0.001195184,,0.005268466,,0.04250114,,0.1845377,,
274,0.02481385,,0.03754372,,0.09548299,,0.1391393,,0.01687674,,0.1562063,,0.306538,,0.4314975,,0.1266647,,0.05386509,,3.572977,,0.7500663,,0.3724337,,0.1474317,,0.2030082,,0.01051605,,0.001213799,,0.005187782,,0.04224499,,0.1756829,,
275,0.02488375,,0.03739779,,0.09555258,,0.1380742,,0.01683663,,0.1485082,,0.3042621,,0.4298654,,0.1260768,,0.05414905,,3.659957,,0.7505266,,0.3723848,,0.1479888,,0.2023935,,0.01048541,,0.001234858,,0.005116993,,0.04197764,,0.1826721,,
276,0.02495226,,0.03720771,,0.0955535,,0.1369152,,0.01679939,,0.140848,,0.3009869,,0.4286911,,0.1254855,,0.05449929,,3.753114,,0.7509516,,0.3723089,,0.1485289,,0.2013894,,0.01046287,,0.001258668,,0.005062441,,0.0417188,,0.2021278,,
277,0.0250156,,0.03697817,,0.09544431,,0.1482277,,0.01676579,,0.1338671,,0.2967717,,0.2109573,,0.1249216,,0.0548939,,2.349551,,0.7512802,,0.3721955,,0.1489758,,0.1955144,,0.00845019,,0.001366164,,0.005024476,,0.04148287,,0.2126999,,
278,0.02507282,,0.03670662,,0.09526014,,0.1467401,,0.01673509,,0.1278549,,0.2917927,,0.221731,,0.1244,,0.05530478,,2.451006,,0.7515061,,0.3720397,,0.1493417,,0.1939278,,0.008442745,,0.001393932,,0.004997014,,0.04126817,,0.2170118,,
279,0.02513086,,0.03639093,,0.09505504,,0.1458032,,0.0167052,,0.1228029,,0.2863003,,0.2313688,,0.1239376,,0.0557155,,2.540591,,0.7516807,,0.3718507,,0.1496784,,0.1919729,,0.008429017,,0.00142234,,0.004968978,,0.04104154,,0.2163735,,
280,0.02519253,,0.03603268,,0.0948187,,0.1450975,,0.01667705,,0.1189055,,0.2806232,,0.2397382,,0.1235526,,0.05611318,,2.614998,,0.751828,,0.3716457,,0.1500382,,0.1897051,,0.008415816,,0.001451782,,0.004939481,,0.04080304,,0.2053255,,
281,0.02525764,,0.03564308,,0.09455366,,0.1448064,,0.0166539,,0.1164863,,0.2751293,,0.2468039,,0.1232598,,0.05648493,,2.672899,,0.7520001,,0.371444,,0.1504637,,0.1882123,,0.008410926,,0.001483561,,0.004917283,,0.04058313,,0.1889361,,
282,0.02532575,0.04082014,0.03523687,0.02229404,0.09427229,0.06047475,0.1450804,0.06984108,0.01663912,0.006791105,0.1157391,0.1090608,0.2701908,0.1883887,0.2525829,0.08491479,0.1230745,0.08375666,0.05681849,0.01522842,2.713966,0.00472571,0.7522035,0.6746922,0.3712612,0.3014447,0.150971,0.1197427,0.1873191,0.228313,0.008418721,0.01096266,0.001518518,0.001399014,0.004912735,0.007810492,0.04041439,0.03081799,0.1745964,0.3530778,
283,0.02539658,,0.03483022,,0.0939805,,0.1459321,,0.01663462,,0.1166726,,0.2661359,,0.2571152,,0.1230061,,0.05710332,,2.738287,,0.7523986,,0.3711027,,0.1515418,,0.1868662,,0.008441102,,0.001556847,,0.004932515,,0.04031655,,0.1707265,,
284,0.02547001,,0.03444192,,0.09367838,,0.1472661,,0.01664105,,0.1191924,,0.2632466,,0.2604708,,0.1230594,,0.05733176,,2.746512,,0.7525222,,0.3709651,,0.152121,,0.1867124,,0.008478402,,0.001598361,,0.004980885,,0.04029746,,0.1844046,,
285,0.02554356,,0.03409012,,0.09334608,,0.1487953,,0.01665826,,0.1231256,,0.2616625,,0.2627569,,0.1232335,,0.05749745,,2.740038,,0.7525392,,0.3708407,,0.1526107,,0.1867456,,0.008518129,,0.001641852,,0.005057497,,0.04035664,,0.2033972,,
286,0.02561266,,0.03378318,,0.09294781,,0.1499348,,0.01668463,,0.1281446,,0.2614137,,0.2640728,,0.1235143,,0.05759178,,2.720416,,0.7523827,,0.3707204,,0.1529499,,0.1868875,,0.008537224,,0.001684686,,0.005153094,,0.04048186,,0.2095139,,
287,0.02567996,,0.03351888,,0.09258229,,0.1519757,,0.01671711,,0.1337798,,0.2624204,,0.2644372,,0.1238744,,0.05760749,,2.688234,,0.7521235,,0.3706061,,0.1531815,,0.1871038,,0.008543238,,0.001725464,,0.005255774,,0.04063991,,0.2177477,,
288,0.02575474,,0.0332947,,0.09224497,,0.1540665,,0.01675211,,0.1396486,,0.2645129,,0.2638045,,0.1242961,,0.05755341,,2.643402,,0.751781,,0.3705109,,0.1533546,,0.1873725,,0.008553272,,0.001762762,,0.005351578,,0.04078087,,0.2146962,,
289,0.02583393,,0.03311324,,0.0943189,,0.1759561,,0.01679019,,0.1455965,,0.2674651,,0.4681861,,0.1145386,,0.05743753,,2.415698,,0.7513828,,0.3704473,,0.153515,,0.1963417,,0.007896947,,0.001904652,,0.005442315,,0.04091522,,0.2024565,,
290,0.02591593,,0.03297827,,0.09390461,,0.1777038,,0.01683175,,0.1514844,,0.2710289,,0.4482241,,0.1151359,,0.05727085,,2.36905,,0.7509565,,0.3704266,,0.1536945,,0.1964573,,0.007935293,,0.001937878,,0.005531931,,0.04105258,,0.1875907,,
291,0.02599963,,0.03289103,,0.09349418,,0.1792971,,0.01687616,,0.1571474,,0.2749621,,0.4320723,,0.1157126,,0.05706453,,2.323268,,0.7504771,,0.370451,,0.1538976,,0.1965689,,0.007984199,,0.001968939,,0.005623223,,0.04119952,,0.179936,,
292,0.02608403,,0.03285193,,0.09308285,,0.1805737,,0.01692157,,0.1623997,,0.2790452,,0.4195935,,0.1162527,,0.05683107,,2.281598,,0.7499102,,0.3705129,,0.1540944,,0.1966304,,0.00804298,,0.001997618,,0.005716993,,0.0413541,,0.1861428,,
293,0.0261675,,0.03286136,,0.09265427,,0.1812627,,0.01696563,,0.1670602,,0.2830957,,0.4103854,,0.116744,,0.05658432,,2.246376,,0.7492148,,0.3705987,,0.1542206,,0.1965771,,0.008106812,,0.002023369,,0.005812552,,0.04151029,,0.2049405,,
294,0.02624575,0.05113532,0.03291508,0.01769546,0.09216954,0.06406065,0.1810221,0.06689592,0.01700579,0.009556064,0.1709153,0.2843099,0.28697,0.05745309,0.4039204,1.683836,0.1171758,0.09432914,0.05633621,0.003756436,2.218958,9.160879,0.7483634,0.528536,0.3706926,0.2855487,0.154204,0.1204608,0.196371,0.2087787,0.008158156,0.006861898,0.002044447,0.002994722,0.005903651,0.008114361,0.04165965,0.0301058,0.2162482,0.2773727,
295,0.0263169,,0.03299958,,0.09165362,,0.1802832,,0.01703877,,0.1736347,,0.2905535,,0.3995624,,0.1175322,,0.05609361,,2.199045,,0.7473985,,0.3707825,,0.1540588,,0.1960094,,0.008187869,,0.002059216,,0.005979016,,0.04178457,,0.2206717,,
296,0.02638758,,0.03310505,,0.09115569,,0.1794518,,0.01706069,,0.1748145,,0.293749,,0.3965821,,0.1178023,,0.05586946,,2.18418,,0.7463918,,0.3708683,,0.1538441,,0.195511,,0.00820888,,0.00206708,,0.006024038,,0.0418449,,0.2205214,,
297,0.02646076,,0.03322474,,0.09066939,,0.178215,,0.01707057,,0.174253,,0.2964617,,0.394513,,0.117983,,0.05568023,,2.173411,,0.7453997,,0.3709567,,0.153623,,0.1948953,,0.008227807,,0.002069,,0.00603401,,0.04182824,,0.210142,,
298,0.02653582,,0.03335733,,0.09019046,,0.1767671,,0.01707009,,0.1720633,,0.2986156,,0.3931322,,0.1180782,,0.05554051,,2.167337,,0.7444654,,0.3710554,,0.1534526,,0.1941691,,0.008250105,,0.002067507,,0.006017083,,0.04175371,,0.1939641,,
299,0.02661189,,0.03350256,,0.08971602,,0.1753133,,0.01706153,,0.1685218,,0.3001659,,0.3923017,,0.1180962,,0.05545986,,2.166515,,0.7436201,,0.3711687,,0.1533639,,0.1933311,,0.00827909,,0.002064786,,0.00598437,,0.04164723,,0.1790938,,
300,0.02668813,,0.03366011,,0.08924381,,0.1739201,,0.0170464,,0.1639836,,0.3010782,,0.3919088,,0.118047,,0.05544205,,2.170861,,0.7428591,,0.371292,,0.1533531,,0.1923756,,0.008315572,,0.002062207,,0.005944915,,0.04152939,,0.1733806,,
301,0.02676389,,0.03383342,,0.08877128,,0.172592,,0.01702545,,0.1589457,,0.3294747,,0.6507344,,0.1074018,,0.05548596,,0.1569742,,0.7421644,,0.3714133,,0.1533796,,0.2122049,,0.005343614,,0.002325568,,0.005906758,,0.0414142,,0.1827725,,
302,0.0268367,,0.03402445,,0.08827551,,0.1711391,,0.01699935,,0.1538905,,0.3285283,,0.6117412,,0.1074534,,0.05558521,,0.1616969,,0.741514,,0.3715178,,0.1533656,,0.2101728,,0.005407236,,0.002321638,,0.005873957,,0.0413119,,0.197443,,
303,0.0269025,,0.0342293,,0.08772372,,0.1691575,,0.01696806,,0.1492234,,0.3269207,,0.5817021,,0.1074874,,0.05572459,,0.1658813,,0.7408865,,0.3715911,,0.1532629,,0.2081055,,0.005457089,,0.002317064,,0.005842305,,0.04122515,,0.2010529,,
304,0.02696396,,0.03443951,,0.0871995,,0.1680873,,0.01693056,,0.1450707,,0.3246853,,0.5583479,,0.1075125,,0.05588491,,0.169224,,0.7403795,,0.3716305,,0.1531166,,0.2060174,,0.005496738,,0.002311704,,0.005804058,,0.04113635,,0.2056537,,
305,0.02703029,,0.0346555,,0.08670321,,0.1672566,,0.01688571,,0.141408,,0.3218514,,0.5396875,,0.1075438,,0.05606166,,0.1713716,,0.7400624,,0.3716459,,0.1529801,,0.204028,,0.005535377,,0.002305296,,0.005747777,,0.04100714,,0.200759,,
306,0.02709994,0.06438007,0.03487815,0.01819202,0.08621587,0.03328601,0.1667456,0.1239549,0.01683731,0.01411518,0.1386524,0.2927867,0.318518,0.191325,0.5245442,0.9052076,0.107594,0.1258859,0.05624556,0.003624065,0.1723212,0.004653561,0.7399899,0.5031332,0.3716493,0.2682711,0.1529061,0.1179902,0.2021984,0.2110391,0.005575574,0.004967683,0.002300724,0.001285697,0.005682775,0.01272337,0.04086156,0.03454773,0.1879899,0.3030889,
307,0.02717249,,0.03511139,,0.08573479,,0.1667607,,0.01678977,,0.1371332,,0.3148448,,0.5120563,,0.1076752,,0.05642738,,0.1721803,,0.7402038,,0.371653,,0.1529271,,0.2005943,,0.005621714,,0.002300358,,0.005620795,,0.04072699,,0.1731374,,
308,0.02724688,,0.03535723,,0.08525737,,0.167369,,0.01674696,,0.1370012,,0.3110291,,0.5015962,,0.1077949,,0.05659698,,0.1711417,,0.7407157,,0.371663,,0.1530442,,0.1993439,,0.00567502,,0.002305357,,0.005571077,,0.04062702,,0.1647874,,
309,0.02732243,,0.03561746,,0.08478166,,0.1684707,,0.01671146,,0.1382286,,0.3072914,,0.4926889,,0.1079551,,0.05674521,,0.1694331,,0.741501,,0.3716763,,0.1532235,,0.1985131,,0.005735917,,0.002315978,,0.005539009,,0.04057363,,0.1700388,,
310,0.0273978,,0.03589345,,0.08429761,,0.1697363,,0.01668503,,0.1406756,,0.3038631,,0.4849942,,0.108154,,0.05686439,,0.1673134,,0.7425223,,0.3716857,,0.1533952,,0.1981227,,0.005801623,,0.002331705,,0.00552694,,0.04057095,,0.1888341,,
311,0.02746926,,0.03618194,,0.08377854,,0.1708526,,0.01666864,,0.1440854,,0.3009654,,0.4782616,,0.1083847,,0.05694628,,0.165038,,0.743737,,0.3716829,,0.1534792,,0.1981697,,0.005861405,,0.002350487,,0.005531058,,0.04061599,,0.2026983,,
312,0.02753537,,0.03647212,,0.08324479,,0.1719579,,0.01666174,,0.1480428,,0.2987816,,0.4722422,,0.1086309,,0.05698107,,0.1627728,,0.7451522,,0.3716635,,0.1534764,,0.1986466,,0.005909013,,0.002369978,,0.005541492,,0.04069301,,0.2081995,,
313,0.0276019,,0.03675202,,0.09114177,,0.1534847,,0.01666247,,0.1519145,,0.2477629,,0.3201449,,0.1142016,,0.0569663,,3.030159,,0.7468176,,0.371635,,0.1534349,,0.222911,,0.004942777,,0.002252674,,0.00554359,,0.04076556,,0.2087672,,
314,0.02767206,,0.03701339,,0.09029688,,0.154444,,0.01667033,,0.1552814,,0.2479693,,0.3339884,,0.1142898,,0.05690682,,2.892864,,0.7487863,,0.3716131,,0.1534071,,0.2234848,,0.004988581,,0.002270808,,0.00552982,,0.04081569,,0.1995389,,
315,0.02774519,,0.0372517,,0.08946585,,0.155082,,0.01668692,,0.1579069,,0.2487196,,0.3465925,,0.1143125,,0.05681045,,2.792076,,0.7510604,,0.3716124,,0.1534401,,0.2246348,,0.00503879,,0.002289503,,0.005505531,,0.04085514,,0.1849141,,
316,0.02782008,,0.03746296,,0.08864745,,0.1555026,,0.01671371,,0.1596528,,0.2499595,,0.3581301,,0.114269,,0.0566858,,2.730106,,0.7536099,,0.3716435,,0.1535566,,0.2262835,,0.005095433,,0.002309886,,0.005479055,,0.04090262,,0.1715614,,
317,0.02789578,,0.03764375,,0.08784129,,0.1557143,,0.01675042,,0.1604223,,0.2516026,,0.3687,,0.1141648,,0.05654206,,2.704839,,0.756362,,0.371705,,0.1537464,,0.2283277,,0.005159217,,0.002332225,,0.005456463,,0.04096967,,0.1684012,,
318,0.02797165,0.0506708,0.03779289,0.02634631,0.08704559,0.009428651,0.1556597,0.0810271,0.0167955,0.0177936,0.1601902,0.2248989,0.2535485,0.110599,0.3783635,0.1058875,0.1140101,0.120548,0.05638962,0.009203846,2.711523,0.35533,0.7592108,0.4843951,0.3717867,0.1496685,0.1539626,0.1007651,0.2306493,0.2118597,0.005230162,0.004072595,0.002356426,0.00678613,0.005442669,0.006109059,0.04106152,0.03999633,0.1830043,0.2275755,
319,0.02804503,,0.03790922,,0.08624253,,0.1551756,,0.01684665,,0.1589961,,0.255701,,0.3871726,,0.1138167,,0.0562379,,2.744338,,0.7620382,,0.3718739,,0.1541163,,0.2331371,,0.005301726,,0.002381337,,0.005439383,,0.04117973,,0.2032717,,
320,0.02811152,,0.0379859,,0.08540198,,0.153869,,0.01690044,,0.1568541,,0.2579663,,0.395149,,0.1135904,,0.05609119,,2.796719,,0.7647187,,0.3719508,,0.1541552,,0.235712,,0.005361379,,0.002404163,,0.005440621,,0.04131824,,0.2101389,,
321,0.02817358,,0.03801156,,0.08459942,,0.1529963,,0.0169521,,0.1536642,,0.2602461,,0.4022338,,0.1133272,,0.05595032,,2.861043,,0.7672657,,0.372012,,0.1541264,,0.2383281,,0.005411957,,0.002423477,,0.005437062,,0.04145264,,0.2162285,,
322,0.02824099,,0.03797987,,0.08383746,,0.1520037,,0.01699641,,0.1493065,,0.2624286,,0.4082853,,0.1130309,,0.05582898,,2.929165,,0.769686,,0.3720643,,0.154084,,0.2409533,,0.005462394,,0.002437815,,0.005416017,,0.0415386,,0.2116636,,
323,0.02831263,,0.03788775,,0.08309772,,0.1509441,,0.01703279,,0.144212,,0.2644355,,0.4133865,,0.1127098,,0.05573622,,2.997791,,0.7719457,,0.3721155,,0.154082,,0.2435427,,0.005515469,,0.002449373,,0.005384292,,0.04159043,,0.198208,,
324,0.02838835,,0.03773738,,0.08237891,,0.1500521,,0.01706132,,0.1389616,,0.2662035,,0.417661,,0.1123772,,0.05567734,,3.064521,,0.7740079,,0.3721738,,0.154156,,0.2460413,,0.005575972,,0.00246039,,0.00535293,,0.04162914,,0.1823027,,
325,0.0284673,,0.03753172,,0.1039771,,0.1366412,,0.01708182,,0.1341106,,0.3076364,,0.4370024,,0.1120454,,0.05565207,,3.236171,,0.775816,,0.3722399,,0.154309,,0.265545,,0.004998109,,0.00262133,,0.005331608,,0.04167419,,0.1729562,,
326,0.02854911,,0.03727685,,0.1021002,,0.1364998,,0.01709336,,0.1300916,,0.3084265,,0.4383505,,0.1117255,,0.05565674,,3.290944,,0.7772942,,0.3723074,,0.1545077,,0.2670088,,0.005074548,,0.00263328,,0.005327079,,0.041735,,0.1783228,,
327,0.02863274,,0.03698304,,0.1002747,,0.1364378,,0.01709492,,0.1272096,,0.3089586,,0.4394675,,0.1114295,,0.05568603,,3.338742,,0.7783695,,0.3723627,,0.1546786,,0.2682616,,0.005158491,,0.002646353,,0.005343956,,0.04181479,,0.1989567,,
328,0.02871383,,0.03666047,,0.09846381,,0.1361992,,0.01708575,,0.1255907,,0.309229,,0.4404584,,0.1111665,,0.05573121,,3.378358,,0.778983,,0.372391,,0.1547302,,0.2692503,,0.005239235,,0.002658469,,0.005380402,,0.04191146,,0.2136636,,
329,0.02878994,,0.03631214,,0.09669509,,0.1360186,,0.01706467,,0.1250917,,0.309242,,0.4413456,,0.1109339,,0.05577831,,3.408035,,0.7791163,,0.3723819,,0.1546602,,0.2699532,,0.005309423,,0.002666945,,0.005427864,,0.04201039,,0.2202379,,
330,0.02886841,0.05119676,0.03593849,0.02799743,0.09502931,0.009067516,0.1363268,0.08082613,0.01703009,0.01348135,0.125399,0.1384418,0.3089736,0.1348805,0.4420043,0.2470052,0.1107257,0.1349005,0.05582148,0.003118832,3.424439,0.2849855,0.7788298,0.4254685,0.3723394,0.1591239,0.1545189,0.09828247,0.2703722,0.1971952,0.005377346,0.004713309,0.002670046,0.0005868978,0.005474095,0.007558412,0.04207043,0.0382947,0.2227909,0.4261999,
331,0.02895351,,0.03554269,,0.09344285,,0.1367285,,0.01698369,,0.1263809,,0.3084089,,0.442406,,0.1105447,,0.05586109,,3.426538,,0.7781575,,0.3722762,,0.1543608,,0.270522,,0.005448509,,0.002667948,,0.005514818,,0.04207398,,0.2140778,,
332,0.02904409,,0.03513705,,0.09191674,,0.1373244,,0.0169305,,0.1280983,,0.3075606,,0.4426723,,0.1103958,,0.05589748,,3.416616,,0.7771277,,0.3722066,,0.1542349,,0.2704157,,0.00552684,,0.002663348,,0.005557023,,0.04203939,,0.1987675,,
333,0.0291389,,0.03473555,,0.0904475,,0.1382111,,0.016876,,0.1305747,,0.3064609,,0.4429252,,0.1102834,,0.05593043,,3.397796,,0.77578,,0.3721428,,0.1541646,,0.2700358,,0.005614977,,0.002658182,,0.005608931,,0.04198883,,0.1843888,,
334,0.02923668,,0.0343516,,0.08903356,,0.1393578,,0.01682453,,0.1337557,,0.3051557,,0.4432438,,0.1102091,,0.05595911,,3.373073,,0.7741174,,0.3720879,,0.1541399,,0.2693528,,0.005713652,,0.002653102,,0.005676198,,0.04193711,,0.1798299,,
335,0.02933644,,0.03399931,,0.08767249,,0.1406354,,0.01677921,,0.1375418,,0.3037046,,0.4436722,,0.1101724,,0.05598342,,3.345139,,0.7721112,,0.3720373,,0.154113,,0.2683307,,0.005822936,,0.002648129,,0.005762359,,0.04189102,,0.1919196,,
336,0.02943491,,0.03369129,,0.08634382,,0.1417687,,0.01674233,,0.1417942,,0.3021829,,0.4442418,,0.1101708,,0.05600316,,3.316518,,0.7697487,,0.3719824,,0.1539959,,0.2669446,,0.005935666,,0.002642037,,0.005866888,,0.04185298,,0.2102219,,
