Year,Month,scenario,temperature
1993,1,historical,6.385879517
1993,2,historical,5.981704712
1993,3,historical,5.603764057
1993,4,historical,7.543740273
1993,5,historical,10.60502529
1993,6,historical,13.73739529
1993,7,historical,15.75478458
1993,8,historical,16.44046402
1993,9,historical,15.61574364
1993,10,historical,13.35267258
1993,11,historical,9.839722633
1993,12,historical,7.294311523
1994,1,historical,6.60320425
1994,2,historical,5.486123562
1994,3,historical,5.99257803
1994,4,historical,7.706233501
1994,5,historical,10.54414749
1994,6,historical,13.00293541
1994,7,historical,16.75789642
1994,8,historical,18.08860397
1994,9,historical,16.07743454
1994,10,historical,13.57947636
1994,11,historical,12.08684158
1994,12,historical,10.05277252
1995,1,historical,7.2234487529999996
1995,2,historical,7.17828846
1995,3,historical,6.934340477
1995,4,historical,8.240451813
1995,5,historical,10.69902134
1995,6,historical,12.93535614
1995,7,historical,16.17929649
1995,8,historical,18.61814308
1995,9,historical,17.08536339
1995,10,historical,15.25822067
1995,11,historical,12.26163864
1995,12,historical,8.277604103
1996,1,historical,5.804676533
1996,2,historical,3.779598951
1996,3,historical,4.175791264
1996,4,historical,5.987259865
1996,5,historical,8.73630619
1996,6,historical,12.41162968
1996,7,historical,14.87774849
1996,8,historical,16.87973022
1996,9,historical,15.77191734
1996,10,historical,13.98153877
1996,11,historical,11.11568165
1996,12,historical,7.483251095
1997,1,historical,3.661114693
1997,2,historical,4.438995838
1997,3,historical,6.436635971
1997,4,historical,7.863610744
1997,5,historical,10.45736313
1997,6,historical,13.59303665
1997,7,historical,15.99092865
1997,8,historical,18.47639847
1997,9,historical,17.24071884
1997,10,historical,14.60591984
1997,11,historical,11.49415779
1997,12,historical,9.095589638
1998,1,historical,7.061088085
1998,2,historical,5.821831226
1998,3,historical,6.576701641
1998,4,historical,8.393473625
1998,5,historical,11.42447186
1998,6,historical,14.27668762
1998,7,historical,16.07639885
1998,8,historical,17.33044815
1998,9,historical,16.24438095
1998,10,historical,13.61369419
1998,11,historical,9.918030739
1998,12,historical,7.124547482
1999,1,historical,7.275781631
1999,2,historical,6.030108452
1999,3,historical,6.560558796
1999,4,historical,8.654565811
1999,5,historical,11.53365231
1999,6,historical,14.24168873
1999,7,historical,16.81454086
1999,8,historical,17.92321014
1999,9,historical,17.9216671
1999,10,historical,14.60969353
1999,11,historical,11.28736401
1999,12,historical,8.158677101
2000,1,historical,6.622049332
2000,2,historical,6.317548275
2000,3,historical,6.815462112
2000,4,historical,7.988927364
2000,5,historical,11.00415993
2000,6,historical,13.74850941
2000,7,historical,15.15805817
2000,8,historical,17.1733284
2000,9,historical,16.98301888
2000,10,historical,14.53575897
2000,11,historical,11.08377266
2000,12,historical,9.179487228
2001,1,historical,6.7445535660000004
2001,2,historical,6.365307808
2001,3,historical,6.093138218
2001,4,historical,7.578098297
2001,5,historical,10.31885815
2001,6,historical,13.33006859
2001,7,historical,16.32126236
2001,8,historical,17.87323952
2001,9,historical,16.24932861
2001,10,historical,15.09077644
2001,11,historical,11.93304825
2001,12,historical,8.800110817
2002,1,historical,6.355193138
2002,2,historical,7.257407665
2002,3,historical,7.467924595
2002,4,historical,8.910368919
2002,5,historical,11.23072147
2002,6,historical,14.33546066
2002,7,historical,16.12896729
2002,8,historical,18.37880516
2002,9,historical,17.72232437
2002,10,historical,14.53009129
2002,11,historical,11.75981236
2002,12,historical,8.745095253
2003,1,historical,6.840929985
2003,2,historical,5.426308155
2003,3,historical,6.215277195
2003,4,historical,7.894813538
2003,5,historical,11.00235558
2003,6,historical,14.68846989
2003,7,historical,17.30481911
2003,8,historical,19.1770153
2003,9,historical,17.88521385
2003,10,historical,14.19785786
2003,11,historical,11.05360603
2003,12,historical,8.906866074
2004,1,historical,6.387229919
2004,2,historical,5.769944668
2004,3,historical,5.517742634
2004,4,historical,8.077411652
2004,5,historical,11.16190529
2004,6,historical,14.38641453
2004,7,historical,16.47555733
2004,8,historical,18.57494354
2004,9,historical,17.00948334
2004,10,historical,14.00698566
2004,11,historical,11.25733757
2004,12,historical,8.370977402
2005,1,historical,7.038896084
2005,2,historical,5.686311722
2005,3,historical,4.974205494
2005,4,historical,7.389231205
2005,5,historical,10.21583748
2005,6,historical,13.50750732
2005,7,historical,16.5129776
2005,8,historical,17.07502747
2005,9,historical,17.51451302
2005,10,historical,15.65204716
2005,11,historical,12.8251152
2005,12,historical,8.515385628
2006,1,historical,5.977519035
2006,2,historical,4.971371651
2006,3,historical,4.426142693
2006,4,historical,6.865778923
2006,5,historical,10.30703831
2006,6,historical,13.32185459
2006,7,historical,17.34173965
2006,8,historical,18.20238304
2006,9,historical,17.8771801
2006,10,historical,16.31001472
2006,11,historical,12.59336853
2006,12,historical,10.06019402
2007,1,historical,8.391619682
2007,2,historical,7.214568615
2007,3,historical,7.909268856
2007,4,historical,9.50959301
2007,5,historical,12.15142822
2007,6,historical,14.85380745
2007,7,historical,16.36691475
2007,8,historical,17.54525757
2007,9,historical,16.72221184
2007,10,historical,14.60803699
2007,11,historical,11.24376869
2007,12,historical,8.33343792
2008,1,historical,7.129430294
2008,2,historical,6.833724976
2008,3,historical,6.808523178
2008,4,historical,7.893885136
2008,5,historical,11.45468044
2008,6,historical,14.34829521
2008,7,historical,16.53909111
2008,8,historical,17.6887722
2008,9,historical,16.62816048
2008,10,historical,13.855793
2008,11,historical,10.73410511
2008,12,historical,7.528897762
2009,1,historical,5.392636299
2009,2,historical,4.575044632
2009,3,historical,5.777458668
2009,4,historical,8.34236908
2009,5,historical,11.3346405
2009,6,historical,14.35212421
2009,7,historical,17.0764637
2009,8,historical,18.26461029
2009,9,historical,16.9552002
2009,10,historical,14.60375881
2009,11,historical,12.26865101
2009,12,historical,9.012817383
2010,1,historical,5.372740746
2010,2,historical,4.077969551
2010,3,historical,4.656576157
2010,4,historical,7.299186707
2010,5,historical,9.982901573
2010,6,historical,13.3102417
2010,7,historical,16.70035172
2010,8,historical,17.56511497
2010,9,historical,16.19769859
2010,10,historical,14.14595604
2010,11,historical,10.95875645
2010,12,historical,6.234472752
2011,1,historical,4.850758553
2011,2,historical,5.212569714
2011,3,historical,5.719484806
2011,4,historical,8.516165733
2011,5,historical,11.69620323
2011,6,historical,14.40077305
2011,7,historical,16.29531479
2011,8,historical,17.034729
2011,9,historical,16.39685249
2011,10,historical,14.7840538
2011,11,historical,12.47284698
2011,12,historical,8.956021309
2012,1,historical,7.107910156
2012,2,historical,4.885202408
2012,3,historical,6.041357994
2012,4,historical,7.905747414
2012,5,historical,10.38956928
2012,6,historical,13.44557667
2012,7,historical,16.08586693
2012,8,historical,17.88313675
2012,9,historical,16.8398571
2012,10,historical,13.83625507
2012,11,historical,10.73892975
2012,12,historical,7.71693182
2013,1,historical,6.452045918
2013,2,historical,4.956857681
2013,3,historical,4.09115696
2013,4,historical,5.071022034
2013,5,historical,8.924549103
2013,6,historical,12.23742867
2013,7,historical,15.7944355
2013,8,historical,17.85222816
2013,9,historical,16.95451355
2013,10,historical,14.62140274
2013,11,historical,11.34130669
2013,12,historical,8.236865997
2014,1,historical,7.501192093
2014,2,historical,7.083074093
2014,3,historical,7.48934269
2014,4,historical,9.366195679
2014,5,historical,12.06761074
2014,6,historical,15.17433834
2014,7,historical,17.61735153
2014,8,historical,18.3293972
2014,9,historical,17.48326683
2014,10,historical,15.80524063
2014,11,historical,12.94299889
2014,12,historical,9.177445412
2015,1,historical,6.8471651080000004
2015,2,historical,5.633166313
2015,3,historical,5.956305027
2015,4,historical,7.725296974
2015,5,historical,10.67340088
2015,6,historical,13.45378494
2015,7,historical,16.48058891
2015,8,historical,17.63381195
2015,9,historical,16.48361969
2015,10,historical,14.36576366
2015,11,historical,12.22180843
2015,12,historical,9.843605995
2016,1,historical,8.268261909
2016,2,historical,7.108678818
2016,3,historical,6.519729614
2016,4,historical,8.266379356
2016,5,historical,10.77215004
2016,6,historical,14.13968086
2016,7,historical,16.86832619
2016,8,historical,18.35692787
2016,9,historical,18.82243156
2016,10,historical,15.55530071
2016,11,historical,11.6198473
2016,12,historical,8.741760254
2017,1,historical,6.497248173
2017,2,historical,5.634370327
2017,3,historical,6.778354168
2017,4,historical,8.955688477
2017,5,historical,11.34241295
2017,6,historical,15.18756676
2017,7,historical,17.6715126
2017,8,historical,18.36107254
2017,9,historical,17.21121597
2017,10,historical,14.97606564
2017,11,historical,11.64225578
2017,12,historical,7.936380386
2018,1,historical,6.465556622
2018,2,historical,5.544045925
2018,3,historical,4.281391621
2018,4,historical,6.936476707
2018,5,historical,10.75844955
2018,6,historical,14.64610577
2018,7,historical,17.81598282
2018,8,historical,19.29794312
2018,9,historical,17.63835335
2018,10,historical,14.36976528
2018,11,historical,11.70774078
2018,12,historical,9.151117325
2019,1,historical,7.088950157
2019,2,historical,6.134572029
2019,3,historical,7.063904762
2019,4,historical,8.814171791
2019,5,historical,11.314291
2019,6,historical,14.60702801
2019,7,historical,17.37417221
2019,8,historical,18.71311378
2019,9,historical,17.51757622
2019,10,historical,15.01301765
2019,11,historical,11.59742928
2019,12,historical,8.873211861
2020,1,historical,7.66330719
2020,2,historical,6.973277092
2020,3,historical,7.012852669
2020,4,historical,8.388180733
2020,5,historical,11.25397587
2020,6,historical,14.40930748
2020,7,historical,16.63770294
2020,8,historical,18.92661095
2020,9,historical,17.61056709
2020,10,historical,14.37946129
2020,11,historical,11.97118473
2020,12,historical,9.332306862
2021,1,historical,6.851955414
2021,2,historical,5.12219429
2021,3,historical,5.721496582
2021,4,historical,7.120631695
2021,5,historical,9.748437881
2021,6,historical,14.06567669
2021,7,historical,16.54363823
2021,8,historical,17.49016571
2021,9,historical,17.22283363
2021,10,historical,15.13332558
2021,11,historical,12.32955837
2021,12,historical,8.892771721
2022,1,historical,7.685877323
2022,2,historical,6.775377274
2022,3,historical,7.286589146
2022,4,historical,8.617494583
2022,5,historical,11.62366772
2022,6,historical,14.74354172
2022,7,historical,17.64821625
2022,8,historical,19.56302643
2022,9,historical,18.6157074
2022,10,historical,15.57048893
2022,11,historical,13.3444252
2022,12,historical,9.513949394
2023,1,historical,7.970965862
2023,2,historical,6.909663677
2023,3,historical,6.785986423
2023,4,historical,8.636415482
2023,5,historical,11.21925545
2023,6,historical,14.62217236
2023,7,historical,17.09449577
2023,8,historical,17.91104507
2023,9,historical,18.47374344
2023,10,historical,16.05213928
2023,11,historical,12.23676395
2023,12,historical,9.063727379
2024,1,historical,7.370977879
2024,2,historical,7.0357728
2024,3,historical,7.933332443
2024,4,historical,9.558338165
2024,5,historical,12.16653347
2024,6,historical,14.61301517
2024,7,historical,16.78367996
2024,8,historical,18.63516998
2024,9,historical,17.79010963
2024,10,historical,15.01714325
2024,11,historical,12.47899246
2024,12,historical,9.22262764
2025,1,SSP1-2.6,7.7572101141970595
2025,2,SSP1-2.6,6.6540510067290946
2025,3,SSP1-2.6,6.792842154865934
2025,4,SSP1-2.6,8.391736378248947
2025,5,SSP1-2.6,11.207515734286616
2025,6,SSP1-2.6,14.778133803064648
2025,7,SSP1-2.6,17.799773150296147
2025,8,SSP1-2.6,18.91979763658864
2025,9,SSP1-2.6,18.05984598606073
2025,10,SSP1-2.6,15.876794675559871
2025,11,SSP1-2.6,12.769534308178512
2025,12,SSP1-2.6,9.721622629816341
2026,1,SSP1-2.6,7.682853022393684
2026,2,SSP1-2.6,6.472576150045134
2026,3,SSP1-2.6,6.458909553779061
2026,4,SSP1-2.6,7.853589110623881
2026,5,SSP1-2.6,10.753597684385111
2026,6,SSP1-2.6,14.900987292307168
2026,7,SSP1-2.6,17.918743102218436
2026,8,SSP1-2.6,18.79440545512429
2026,9,SSP1-2.6,17.760927670043177
2026,10,SSP1-2.6,15.52055895663356
2026,11,SSP1-2.6,12.435377980680975
2026,12,SSP1-2.6,9.696565461445479
2027,1,SSP1-2.6,7.578105462817483
2027,2,SSP1-2.6,6.428512477087383
2027,3,SSP1-2.6,6.397471590104852
2027,4,SSP1-2.6,8.02360945506965
2027,5,SSP1-2.6,10.991565895449279
2027,6,SSP1-2.6,14.527387001986115
2027,7,SSP1-2.6,17.548723330541815
2027,8,SSP1-2.6,18.975222921961816
2027,9,SSP1-2.6,18.0394266597979
2027,10,SSP1-2.6,15.401057514662288
2027,11,SSP1-2.6,12.365548136456427
2027,12,SSP1-2.6,9.582747953347287
2028,1,SSP1-2.6,7.535799830181516
2028,2,SSP1-2.6,6.466690249715136
2028,3,SSP1-2.6,6.593240422729814
2028,4,SSP1-2.6,7.97014595316878
2028,5,SSP1-2.6,11.183927472367252
2028,6,SSP1-2.6,14.390601786188828
2028,7,SSP1-2.6,17.36129497146417
2028,8,SSP1-2.6,18.898037731845726
2028,9,SSP1-2.6,18.0073681920621
2028,10,SSP1-2.6,15.616466153798063
2028,11,SSP1-2.6,12.428490954244396
2028,12,SSP1-2.6,9.459783799402715
2029,1,SSP1-2.6,7.181982249429523
2029,2,SSP1-2.6,6.001636702266198
2029,3,SSP1-2.6,6.148770645658495
2029,4,SSP1-2.6,7.815533183950027
2029,5,SSP1-2.6,10.848270380170884
2029,6,SSP1-2.6,14.73682360359656
2029,7,SSP1-2.6,17.980406210526862
2029,8,SSP1-2.6,18.99452874586819
2029,9,SSP1-2.6,18.133455680909638
2029,10,SSP1-2.6,15.765940002270948
2029,11,SSP1-2.6,12.444906521398787
2029,12,SSP1-2.6,9.531896297092667
2030,1,SSP1-2.6,7.363661006242744
2030,2,SSP1-2.6,6.370695871916383
2030,3,SSP1-2.6,6.449602828074787
2030,4,SSP1-2.6,7.8792258402543185
2030,5,SSP1-2.6,10.861088816236187
2030,6,SSP1-2.6,14.632244639483524
2030,7,SSP1-2.6,17.47146595372386
2030,8,SSP1-2.6,18.638700809122167
2030,9,SSP1-2.6,17.866002635414464
2030,10,SSP1-2.6,15.637808033927149
2030,11,SSP1-2.6,12.586512519034327
2030,12,SSP1-2.6,9.73779902426619
2031,1,SSP1-2.6,7.541990573798934
2031,2,SSP1-2.6,6.108798551441379
2031,3,SSP1-2.6,5.919658041527754
2031,4,SSP1-2.6,7.6768527406215155
2031,5,SSP1-2.6,10.846273987198193
2031,6,SSP1-2.6,14.730142276434895
2031,7,SSP1-2.6,17.77084568021329
2031,8,SSP1-2.6,18.882496432863007
2031,9,SSP1-2.6,17.990391637193156
2031,10,SSP1-2.6,15.619250514676851
2031,11,SSP1-2.6,12.42320130101943
2031,12,SSP1-2.6,9.589970347053736
2032,1,SSP1-2.6,7.561352812721771
2032,2,SSP1-2.6,6.396711717331072
2032,3,SSP1-2.6,6.251088545199356
2032,4,SSP1-2.6,7.812512633571516
2032,5,SSP1-2.6,10.781594630820557
2032,6,SSP1-2.6,14.658890003124796
2032,7,SSP1-2.6,17.574327820821843
2032,8,SSP1-2.6,18.79141652007345
2032,9,SSP1-2.6,17.968910421743928
2032,10,SSP1-2.6,15.618205861163524
2032,11,SSP1-2.6,12.405907945191812
2032,12,SSP1-2.6,9.441813900574239
2033,1,SSP1-2.6,7.168197344334251
2033,2,SSP1-2.6,6.0659281656436335
2033,3,SSP1-2.6,6.318717513710941
2033,4,SSP1-2.6,8.010185322663105
2033,5,SSP1-2.6,10.964888299092594
2033,6,SSP1-2.6,14.993496911824169
2033,7,SSP1-2.6,18.067951554109023
2033,8,SSP1-2.6,18.945426686557926
2033,9,SSP1-2.6,18.17414835423971
2033,10,SSP1-2.6,15.846263833623436
2033,11,SSP1-2.6,12.49080383498669
2033,12,SSP1-2.6,9.380105688686845
2034,1,SSP1-2.6,7.232967437289922
2034,2,SSP1-2.6,6.285507822563029
2034,3,SSP1-2.6,6.5104814486720155
2034,4,SSP1-2.6,8.106443857218869
2034,5,SSP1-2.6,10.930771059812118
2034,6,SSP1-2.6,14.381353790236318
2034,7,SSP1-2.6,17.931627982935474
2034,8,SSP1-2.6,18.7467252725159
2034,9,SSP1-2.6,17.976806122615685
2034,10,SSP1-2.6,15.629872835883164
2034,11,SSP1-2.6,12.246997261085612
2034,12,SSP1-2.6,9.434913174144535
2035,1,SSP1-2.6,7.650837136287816
2035,2,SSP1-2.6,6.807179595828421
2035,3,SSP1-2.6,6.678253117046194
2035,4,SSP1-2.6,8.051774987620709
2035,5,SSP1-2.6,10.883551256325235
2035,6,SSP1-2.6,14.793204964779989
2035,7,SSP1-2.6,17.846581952599603
2035,8,SSP1-2.6,19.000945255901854
2035,9,SSP1-2.6,18.1566222541397
2035,10,SSP1-2.6,15.487720069407823
2035,11,SSP1-2.6,12.260751756793692
2035,12,SSP1-2.6,9.394191658668682
2036,1,SSP1-2.6,7.435401165120698
2036,2,SSP1-2.6,6.545770981541505
2036,3,SSP1-2.6,6.656354179411452
2036,4,SSP1-2.6,8.310388179717282
2036,5,SSP1-2.6,11.339790502225298
2036,6,SSP1-2.6,15.042511588619774
2036,7,SSP1-2.6,18.057892649350997
2036,8,SSP1-2.6,19.15830456603519
2036,9,SSP1-2.6,18.32287318396676
2036,10,SSP1-2.6,15.716043213028932
2036,11,SSP1-2.6,12.401444901380938
2036,12,SSP1-2.6,9.46436221293515
2037,1,SSP1-2.6,7.430499758530421
2037,2,SSP1-2.6,6.297712862349003
2037,3,SSP1-2.6,6.376857496768818
2037,4,SSP1-2.6,8.12878433028461
2037,5,SSP1-2.6,11.05849369470399
2037,6,SSP1-2.6,14.929909685414291
2037,7,SSP1-2.6,18.032187011654557
2037,8,SSP1-2.6,19.52131906323965
2037,9,SSP1-2.6,18.534805805058127
2037,10,SSP1-2.6,16.070348074293896
2037,11,SSP1-2.6,12.730956691257107
2037,12,SSP1-2.6,9.822784702722187
2038,1,SSP1-2.6,7.726550018447122
2038,2,SSP1-2.6,6.759786169734177
2038,3,SSP1-2.6,6.810991635495626
2038,4,SSP1-2.6,8.429073715079868
2038,5,SSP1-2.6,11.260013361515503
2038,6,SSP1-2.6,14.859994315697351
2038,7,SSP1-2.6,18.029412398239224
2038,8,SSP1-2.6,19.327718893924747
2038,9,SSP1-2.6,18.351931257293792
2038,10,SSP1-2.6,16.063868132255376
2038,11,SSP1-2.6,12.6320521904526
2038,12,SSP1-2.6,9.859124942734143
2039,1,SSP1-2.6,7.773044798035248
2039,2,SSP1-2.6,6.556366763806738
2039,3,SSP1-2.6,6.50244067025724
2039,4,SSP1-2.6,8.172726442555309
2039,5,SSP1-2.6,11.241657187662925
2039,6,SSP1-2.6,14.959891326657315
2039,7,SSP1-2.6,17.94866804448979
2039,8,SSP1-2.6,19.309955788772932
2039,9,SSP1-2.6,18.332883833730197
2039,10,SSP1-2.6,15.97224486769986
2039,11,SSP1-2.6,12.645932678897577
2039,12,SSP1-2.6,9.76441039810506
2040,1,SSP1-2.6,7.521238932317606
2040,2,SSP1-2.6,6.346472584075669
2040,3,SSP1-2.6,6.39966029140379
2040,4,SSP1-2.6,8.091254683949904
2040,5,SSP1-2.6,10.93696873602841
2040,6,SSP1-2.6,14.7233553912574
2040,7,SSP1-2.6,17.576157324313293
2040,8,SSP1-2.6,19.136657820030905
2040,9,SSP1-2.6,18.059376399871635
2040,10,SSP1-2.6,15.644285870576063
2040,11,SSP1-2.6,12.542781296532771
2040,12,SSP1-2.6,9.51019026245494
2041,1,SSP1-2.6,7.641827076534622
2041,2,SSP1-2.6,6.718986331686252
2041,3,SSP1-2.6,6.796778382605289
2041,4,SSP1-2.6,8.08179356011704
2041,5,SSP1-2.6,10.980468070838766
2041,6,SSP1-2.6,14.797378876820048
2041,7,SSP1-2.6,18.06151192360488
2041,8,SSP1-2.6,19.30391622007113
2041,9,SSP1-2.6,18.223543659494215
2041,10,SSP1-2.6,15.529346199619352
2041,11,SSP1-2.6,12.165800589286908
2041,12,SSP1-2.6,9.26426959357844
2042,1,SSP1-2.6,7.391267579583924
2042,2,SSP1-2.6,6.5503151816875596
2042,3,SSP1-2.6,6.693571233845296
2042,4,SSP1-2.6,8.120392804579039
2042,5,SSP1-2.6,11.112843959275937
2042,6,SSP1-2.6,14.726957025415116
2042,7,SSP1-2.6,17.904184350155543
2042,8,SSP1-2.6,18.97899080349833
2042,9,SSP1-2.6,18.166882983921635
2042,10,SSP1-2.6,15.483360392430756
2042,11,SSP1-2.6,12.444495719416548
2042,12,SSP1-2.6,9.616433799729704
2043,1,SSP1-2.6,7.484916860103673
2043,2,SSP1-2.6,6.620429471709006
2043,3,SSP1-2.6,6.487417633789627
2043,4,SSP1-2.6,8.027527576966937
2043,5,SSP1-2.6,11.048661599429211
2043,6,SSP1-2.6,14.862341759453784
2043,7,SSP1-2.6,17.85352323841183
2043,8,SSP1-2.6,19.22729344547264
2043,9,SSP1-2.6,18.213366426068475
2043,10,SSP1-2.6,15.756793287298759
2043,11,SSP1-2.6,12.426444520381676
2043,12,SSP1-2.6,9.762430986180568
2044,1,SSP1-2.6,7.751953674145144
2044,2,SSP1-2.6,6.745081974939986
2044,3,SSP1-2.6,6.789812177708594
2044,4,SSP1-2.6,8.078038787187102
2044,5,SSP1-2.6,10.893337147818364
2044,6,SSP1-2.6,14.530255306524628
2044,7,SSP1-2.6,18.072161682302546
2044,8,SSP1-2.6,19.212387116724585
2044,9,SSP1-2.6,18.44353251876223
2044,10,SSP1-2.6,15.906179034901324
2044,11,SSP1-2.6,12.604174022657208
2044,12,SSP1-2.6,9.499579649005303
2045,1,SSP1-2.6,7.50605272621765
2045,2,SSP1-2.6,6.472885421000697
2045,3,SSP1-2.6,6.664869768716871
2045,4,SSP1-2.6,8.18194697985268
2045,5,SSP1-2.6,11.035341642451936
2045,6,SSP1-2.6,14.880500166323003
2045,7,SSP1-2.6,17.944520461974097
2045,8,SSP1-2.6,19.28613052064261
2045,9,SSP1-2.6,18.49395138105513
2045,10,SSP1-2.6,16.127215361640438
2045,11,SSP1-2.6,12.758802630872239
2045,12,SSP1-2.6,9.843159157916052
2046,1,SSP1-2.6,7.4364704145831135
2046,2,SSP1-2.6,6.418317385222971
2046,3,SSP1-2.6,6.586839232092962
2046,4,SSP1-2.6,8.137608608308783
2046,5,SSP1-2.6,11.124109347982417
2046,6,SSP1-2.6,14.646345376384986
2046,7,SSP1-2.6,18.088452643208186
2046,8,SSP1-2.6,19.405832497010095
2046,9,SSP1-2.6,18.43914331076573
2046,10,SSP1-2.6,16.054775728766277
2046,11,SSP1-2.6,12.740116095303588
2046,12,SSP1-2.6,9.700954514386972
2047,1,SSP1-2.6,7.523919047673561
2047,2,SSP1-2.6,6.296819343746098
2047,3,SSP1-2.6,6.619376601737087
2047,4,SSP1-2.6,8.188144373238936
2047,5,SSP1-2.6,11.179124796129665
2047,6,SSP1-2.6,14.94653104211438
2047,7,SSP1-2.6,18.403710692437368
2047,8,SSP1-2.6,19.2334244885662
2047,9,SSP1-2.6,18.153438034641283
2047,10,SSP1-2.6,15.997948297264136
2047,11,SSP1-2.6,12.821906807064233
2047,12,SSP1-2.6,9.792285719529746
2048,1,SSP1-2.6,7.349878873635978
2048,2,SSP1-2.6,6.251176849140218
2048,3,SSP1-2.6,6.43786169097615
2048,4,SSP1-2.6,7.9769023408872615
2048,5,SSP1-2.6,11.194832005221945
2048,6,SSP1-2.6,15.293872620262023
